country,date,plot_id,tile_coords,tree_id,theta,total_vv,total_hh,gnd_crown_gnd_vv,gnd_crown_gnd_hh,crown_ground_vv,crown_ground_hh,ground_crown_vv,ground_crown_hh,direct_crown_vv,direct_crown_hh,trunk_ground_vv,trunk_ground_hh,ground_trunk_vv,ground_trunk_hh,direct_ground_vv,direct_ground_hh,total_vh,total_hv,gnd_crown_gnd_vh,gnd_crown_gnd_hv,crown_ground_vh,crown_ground_hv,ground_crown_vh,ground_crown_hv,direct_crown_vh,direct_crown_hv,trunk_ground_vh,trunk_ground_hv,ground_trunk_vh,ground_trunk_hv,direct_ground_vh,direct_ground_hv,height,total_tree_vol_m3,total_tree_sa_m2,trunk_vol_m3,trunk_sa_m2,trunk_diameter,trunk_length,crown_vol_m3,crown_sa_m2,crown_radius,crown_thickness,cstart,leaf_density,census_species,wood_density,angle,rms_height,correlation_length,percent_sand,percent_clay,trunk_moisture,trunk_dry_density,branch_1_moisture,branch_1_dry_density,branch_1_length,branch_1_diameter,branch_1_density,branch_1_pdf,branch_2_moisture,branch_2_dry_density,branch_2_length,branch_2_diameter,branch_2_density,branch_2_pdf,branch_3_moisture,branch_3_dry_density,branch_3_length,branch_3_diameter,branch_3_density,branch_3_pdf,branch_4_moisture,branch_4_dry_density,branch_4_length,branch_4_diameter,branch_4_density,branch_4_pdf,branch_5_moisture,branch_5_dry_density,branch_5_length,branch_5_diameter,branch_5_density,branch_5_pdf,tree_sa_to_volume_ratio,trunk_to_tree_volume_ratio,canopy_to_tree_volume_ratio,order_0_to_tree_volume_ratio,order_0_sa_to_volume_ratio,order_1_to_tree_volume_ratio,order_1_sa_to_volume_ratio,order_2_to_tree_volume_ratio,order_2_sa_to_volume_ratio,order_3_to_tree_volume_ratio,order_3_sa_to_volume_ratio,order_4_to_tree_volume_ratio,order_4_sa_to_volume_ratio,order_5_to_tree_volume_ratio,order_5_sa_to_volume_ratio,frequency,canopy_density,soil_moisture,run
Angola,2024-02-26,P09,Tile_2_1,30,30.0,-12.8,-9.31,-37.75,-38.23,-18.16,-14.25,-18.16,-14.25,-18.61,-23.76,-25.68,-18.02,-25.68,-18.02,-25.9,-22.06,-16.79,-16.79,-41.56,-41.56,-19.73,-22.07,-22.07,-19.73,-24.76,-24.76,-35.17,-34.47,-34.47,-35.17,-165.9,-166.47,11.004,1.02,38.86,0.43,7.229,35.8,15.028,0.59,31.631,8.051,9.419,0.775,537.671,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,10.608,14.68,0.0144,17,0.5,0.76,5.328,6.89,0.0655,12,0.5,0.76,3.018,3.971,0.0821,18,0.5,0.76,0.999,1.817,0.0677,12,0.5,0.76,0.349,1.03,0.0166,18,38.105,0.422,0.578,0.422,16.806,0.392,33.831,0.142,76.558,0.037,137.491,0.006,258.781,0.0,420.977,0.43,0.0119,0.75,542
Angola,2024-02-26,P09,Tile_2_1,30,30.0,-13.57,-10.07,-42.15,-37.61,-24.2,-17.19,-24.2,-17.19,-15.4,-14.98,-26.39,-19.4,-26.39,-19.4,-25.48,-22.8,-21.96,-21.96,-50.03,-50.03,-26.75,-28.82,-28.82,-26.75,-25.34,-25.34,-52.4,-50.99,-50.99,-52.4,-165.67,-167.02,11.004,1.02,38.86,0.43,7.229,35.8,15.028,0.59,31.631,8.051,9.419,0.775,537.671,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,10.608,14.68,0.0144,17,0.5,0.76,5.328,6.89,0.0655,12,0.5,0.76,3.018,3.971,0.0821,18,0.5,0.76,0.999,1.817,0.0677,12,0.5,0.76,0.349,1.03,0.0166,18,38.105,0.422,0.578,0.422,16.806,0.392,33.831,0.142,76.558,0.037,137.491,0.006,258.781,0.0,420.977,1.2,0.0119,0.25,543
Angola,2024-02-26,P09,Tile_2_1,30,30.0,-12.66,-8.86,-37.68,-34.23,-21.96,-15.5,-21.96,-15.5,-15.4,-14.98,-24.16,-17.72,-24.16,-17.72,-23.24,-21.11,-20.82,-20.82,-46.1,-46.1,-25.06,-26.58,-26.58,-25.06,-25.34,-25.34,-50.16,-49.3,-49.3,-50.16,-163.98,-164.79,11.004,1.02,38.86,0.43,7.229,35.8,15.028,0.59,31.631,8.051,9.419,0.775,537.671,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,10.608,14.68,0.0144,17,0.5,0.76,5.328,6.89,0.0655,12,0.5,0.76,3.018,3.971,0.0821,18,0.5,0.76,0.999,1.817,0.0677,12,0.5,0.76,0.349,1.03,0.0166,18,38.105,0.422,0.578,0.422,16.806,0.392,33.831,0.142,76.558,0.037,137.491,0.006,258.781,0.0,420.977,1.2,0.0119,0.5,544
Angola,2024-02-26,P09,Tile_2_1,30,30.0,-12.19,-8.31,-35.78,-32.8,-21.01,-14.79,-21.01,-14.79,-15.4,-14.98,-23.21,-17.0,-23.21,-17.0,-22.29,-20.4,-20.27,-20.27,-44.44,-44.44,-24.35,-25.63,-25.63,-24.35,-25.34,-25.34,-49.21,-48.59,-48.59,-49.21,-163.27,-163.84,11.004,1.02,38.86,0.43,7.229,35.8,15.028,0.59,31.631,8.051,9.419,0.775,537.671,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,10.608,14.68,0.0144,17,0.5,0.76,5.328,6.89,0.0655,12,0.5,0.76,3.018,3.971,0.0821,18,0.5,0.76,0.999,1.817,0.0677,12,0.5,0.76,0.349,1.03,0.0166,18,38.105,0.422,0.578,0.422,16.806,0.392,33.831,0.142,76.558,0.037,137.491,0.006,258.781,0.0,420.977,1.2,0.0119,0.75,545
Angola,2024-02-26,P09,Tile_2_1,30,30.0,6.11,6.16,-102.32,-99.21,-56.06,-49.6,-56.06,-49.6,6.11,6.16,-66.74,-59.89,-66.74,-59.89,-49.53,-47.86,-3.39,-3.39,-110.29,-110.29,-59.52,-61.05,-61.05,-59.52,-3.39,-3.39,-105.7,-104.32,-104.32,-105.7,-190.21,-191.59,11.004,1.02,38.86,0.43,7.229,35.8,15.028,0.59,31.631,8.051,9.419,0.775,537.671,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,10.608,14.68,0.0144,17,0.5,0.76,5.328,6.89,0.0655,12,0.5,0.76,3.018,3.971,0.0821,18,0.5,0.76,0.999,1.817,0.0677,12,0.5,0.76,0.349,1.03,0.0166,18,38.105,0.422,0.578,0.422,16.806,0.392,33.831,0.142,76.558,0.037,137.491,0.006,258.781,0.0,420.977,5.4,0.0119,0.25,546
Angola,2024-02-26,P09,Tile_2_1,30,30.0,6.11,6.16,-97.94,-95.9,-53.87,-47.94,-53.87,-47.94,6.11,6.16,-64.55,-58.23,-64.55,-58.23,-47.34,-46.21,-3.39,-3.39,-106.44,-106.44,-57.86,-58.86,-58.86,-57.86,-3.39,-3.39,-103.51,-102.66,-102.66,-103.51,-188.56,-189.4,11.004,1.02,38.86,0.43,7.229,35.8,15.028,0.59,31.631,8.051,9.419,0.775,537.671,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,10.608,14.68,0.0144,17,0.5,0.76,5.328,6.89,0.0655,12,0.5,0.76,3.018,3.971,0.0821,18,0.5,0.76,0.999,1.817,0.0677,12,0.5,0.76,0.349,1.03,0.0166,18,38.105,0.422,0.578,0.422,16.806,0.392,33.831,0.142,76.558,0.037,137.491,0.006,258.781,0.0,420.977,5.4,0.0119,0.5,547
Angola,2024-02-26,P09,Tile_2_1,30,30.0,6.11,6.16,-96.03,-94.47,-52.92,-47.22,-52.92,-47.22,6.11,6.16,-63.59,-57.52,-63.59,-57.52,-46.38,-45.49,-3.39,-3.39,-104.77,-104.77,-57.15,-57.9,-57.9,-57.15,-3.39,-3.39,-102.55,-101.94,-101.94,-102.55,-187.84,-188.44,11.004,1.02,38.86,0.43,7.229,35.8,15.028,0.59,31.631,8.051,9.419,0.775,537.671,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,10.608,14.68,0.0144,17,0.5,0.76,5.328,6.89,0.0655,12,0.5,0.76,3.018,3.971,0.0821,18,0.5,0.76,0.999,1.817,0.0677,12,0.5,0.76,0.349,1.03,0.0166,18,38.105,0.422,0.578,0.422,16.806,0.392,33.831,0.142,76.558,0.037,137.491,0.006,258.781,0.0,420.977,5.4,0.0119,0.75,548
Angola,2024-02-26,P09,Tile_2_1,44,30.0,-11.84,-11.5,-38.17,-37.05,-29.53,-18.9,-29.53,-18.9,-12.17,-14.15,-31.62,-26.08,-31.62,-26.08,-29.81,-28.3,-15.79,-15.79,-40.79,-40.79,-27.91,-29.46,-29.46,-27.91,-16.33,-16.33,-39.58,-38.11,-38.11,-39.58,-170.58,-171.94,9.45,0.454,22.795,0.248,6.036,26.2,15.179,0.206,16.759,6.527,7.842,1.076,1152.338,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.88,9.836,0.0348,3,0.5,0.76,4.39,4.895,0.0937,18,0.5,0.76,3.257,3.129,0.1138,18,0.5,0.76,2.621,1.961,0.0964,18,0.5,0.76,0.885,0.99,0.0455,18,50.245,0.546,0.454,0.546,24.355,0.32,52.71,0.09,118.085,0.034,186.303,0.009,281.261,0.001,484.697,0.43,0.0119,0.25,549
Angola,2024-02-26,P09,Tile_2_1,44,30.0,-11.62,-10.64,-33.7,-33.67,-27.3,-17.22,-27.3,-17.22,-12.17,-14.15,-29.38,-24.39,-29.38,-24.39,-27.57,-26.61,-15.5,-15.5,-36.86,-36.86,-26.22,-27.23,-27.23,-26.22,-16.33,-16.33,-37.35,-36.42,-36.42,-37.35,-168.89,-169.7,9.45,0.454,22.795,0.248,6.036,26.2,15.179,0.206,16.759,6.527,7.842,1.076,1152.338,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.88,9.836,0.0348,3,0.5,0.76,4.39,4.895,0.0937,18,0.5,0.76,3.257,3.129,0.1138,18,0.5,0.76,2.621,1.961,0.0964,18,0.5,0.76,0.885,0.99,0.0455,18,50.245,0.546,0.454,0.546,24.355,0.32,52.71,0.09,118.085,0.034,186.303,0.009,281.261,0.001,484.697,0.43,0.0119,0.5,550
Angola,2024-02-26,P09,Tile_2_1,44,30.0,-11.49,-10.22,-31.81,-32.24,-26.35,-16.5,-26.35,-16.5,-12.17,-14.15,-28.43,-23.68,-28.43,-23.68,-26.62,-25.9,-15.34,-15.34,-35.2,-35.2,-25.51,-26.28,-26.28,-25.51,-16.33,-16.33,-36.4,-35.71,-35.71,-36.4,-168.18,-168.75,9.45,0.454,22.795,0.248,6.036,26.2,15.179,0.206,16.759,6.527,7.842,1.076,1152.338,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.88,9.836,0.0348,3,0.5,0.76,4.39,4.895,0.0937,18,0.5,0.76,3.257,3.129,0.1138,18,0.5,0.76,2.621,1.961,0.0964,18,0.5,0.76,0.885,0.99,0.0455,18,50.245,0.546,0.454,0.546,24.355,0.32,52.71,0.09,118.085,0.034,186.303,0.009,281.261,0.001,484.697,0.43,0.0119,0.75,551
Angola,2024-02-26,P09,Tile_2_1,44,30.0,-10.55,-9.57,-39.59,-36.47,-29.0,-21.78,-29.0,-21.78,-10.88,-10.62,-29.98,-24.12,-29.98,-24.12,-27.63,-26.23,-20.94,-20.94,-48.99,-48.99,-31.31,-32.73,-32.73,-31.31,-21.71,-21.71,-51.05,-49.65,-49.65,-51.05,-168.46,-169.81,9.45,0.454,22.795,0.248,6.036,26.2,15.179,0.206,16.759,6.527,7.842,1.076,1152.338,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.88,9.836,0.0348,3,0.5,0.76,4.39,4.895,0.0937,18,0.5,0.76,3.257,3.129,0.1138,18,0.5,0.76,2.621,1.961,0.0964,18,0.5,0.76,0.885,0.99,0.0455,18,50.245,0.546,0.454,0.546,24.355,0.32,52.71,0.09,118.085,0.034,186.303,0.009,281.261,0.001,484.697,1.2,0.0119,0.25,552
Angola,2024-02-26,P09,Tile_2_1,44,30.0,-10.34,-9.15,-35.12,-33.09,-26.77,-20.1,-26.77,-20.1,-10.88,-10.62,-27.75,-22.43,-27.75,-22.43,-25.4,-24.54,-20.56,-20.56,-45.06,-45.06,-29.62,-30.5,-30.5,-29.62,-21.71,-21.71,-48.82,-47.96,-47.96,-48.82,-166.77,-167.58,9.45,0.454,22.795,0.248,6.036,26.2,15.179,0.206,16.759,6.527,7.842,1.076,1152.338,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.88,9.836,0.0348,3,0.5,0.76,4.39,4.895,0.0937,18,0.5,0.76,3.257,3.129,0.1138,18,0.5,0.76,2.621,1.961,0.0964,18,0.5,0.76,0.885,0.99,0.0455,18,50.245,0.546,0.454,0.546,24.355,0.32,52.71,0.09,118.085,0.034,186.303,0.009,281.261,0.001,484.697,1.2,0.0119,0.5,553
Angola,2024-02-26,P09,Tile_2_1,44,30.0,-10.22,-8.92,-33.22,-31.67,-25.82,-19.38,-25.82,-19.38,-10.88,-10.62,-26.8,-21.72,-26.8,-21.72,-24.45,-23.83,-20.35,-20.35,-43.4,-43.4,-28.9,-29.55,-29.55,-28.9,-21.71,-21.71,-47.87,-47.25,-47.25,-47.87,-166.06,-166.63,9.45,0.454,22.795,0.248,6.036,26.2,15.179,0.206,16.759,6.527,7.842,1.076,1152.338,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.88,9.836,0.0348,3,0.5,0.76,4.39,4.895,0.0937,18,0.5,0.76,3.257,3.129,0.1138,18,0.5,0.76,2.621,1.961,0.0964,18,0.5,0.76,0.885,0.99,0.0455,18,50.245,0.546,0.454,0.546,24.355,0.32,52.71,0.09,118.085,0.034,186.303,0.009,281.261,0.001,484.697,1.2,0.0119,0.75,554
Angola,2024-02-26,P09,Tile_2_1,44,30.0,6.66,6.66,-113.82,-111.05,-65.99,-59.89,-65.99,-59.89,6.66,6.66,-80.25,-73.68,-80.25,-73.68,-61.77,-60.39,-2.91,-2.91,-122.0,-122.0,-69.49,-70.88,-70.88,-69.49,-2.91,-2.91,-117.22,-115.83,-115.83,-117.22,-202.6,-203.97,9.45,0.454,22.795,0.248,6.036,26.2,15.179,0.206,16.759,6.527,7.842,1.076,1152.338,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.88,9.836,0.0348,3,0.5,0.76,4.39,4.895,0.0937,18,0.5,0.76,3.257,3.129,0.1138,18,0.5,0.76,2.621,1.961,0.0964,18,0.5,0.76,0.885,0.99,0.0455,18,50.245,0.546,0.454,0.546,24.355,0.32,52.71,0.09,118.085,0.034,186.303,0.009,281.261,0.001,484.697,5.4,0.0119,0.25,555
Angola,2024-02-26,P09,Tile_2_1,44,30.0,6.66,6.66,-109.44,-107.74,-63.8,-58.23,-63.8,-58.23,6.66,6.66,-78.06,-72.03,-78.06,-72.03,-59.58,-58.73,-2.91,-2.91,-118.16,-118.16,-67.83,-68.69,-68.69,-67.83,-2.91,-2.91,-115.03,-114.18,-114.18,-115.03,-200.94,-201.78,9.45,0.454,22.795,0.248,6.036,26.2,15.179,0.206,16.759,6.527,7.842,1.076,1152.338,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.88,9.836,0.0348,3,0.5,0.76,4.39,4.895,0.0937,18,0.5,0.76,3.257,3.129,0.1138,18,0.5,0.76,2.621,1.961,0.0964,18,0.5,0.76,0.885,0.99,0.0455,18,50.245,0.546,0.454,0.546,24.355,0.32,52.71,0.09,118.085,0.034,186.303,0.009,281.261,0.001,484.697,5.4,0.0119,0.5,556
Angola,2024-02-26,P09,Tile_2_1,44,30.0,6.66,6.66,-107.54,-106.3,-62.85,-57.51,-62.85,-57.51,6.66,6.66,-77.11,-71.31,-77.11,-71.31,-58.63,-58.01,-2.91,-2.91,-116.48,-116.48,-67.12,-67.73,-67.73,-67.12,-2.91,-2.91,-114.07,-113.46,-113.46,-114.07,-200.22,-200.83,9.45,0.454,22.795,0.248,6.036,26.2,15.179,0.206,16.759,6.527,7.842,1.076,1152.338,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.88,9.836,0.0348,3,0.5,0.76,4.39,4.895,0.0937,18,0.5,0.76,3.257,3.129,0.1138,18,0.5,0.76,2.621,1.961,0.0964,18,0.5,0.76,0.885,0.99,0.0455,18,50.245,0.546,0.454,0.546,24.355,0.32,52.71,0.09,118.085,0.034,186.303,0.009,281.261,0.001,484.697,5.4,0.0119,0.75,557
Angola,2024-02-26,P09,Tile_2_1,48,30.0,-14.35,-11.36,-40.13,-41.03,-20.37,-16.73,-20.37,-16.73,-19.71,-25.56,-27.21,-20.05,-27.21,-20.05,-24.28,-20.94,-18.18,-18.18,-44.7,-44.7,-21.24,-23.71,-23.71,-21.24,-26.75,-26.75,-32.77,-31.29,-31.29,-32.77,-164.13,-165.49,11.686,0.452,23.006,0.257,6.13,22.98,15.19,0.195,16.876,8.008,7.712,3.507,925.952,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.867,9.515,0.0155,17,0.5,0.76,5.167,5.01,0.0419,12,0.5,0.76,2.466,2.464,0.0783,12,0.5,0.76,1.196,1.219,0.0573,18,0.5,0.76,0.487,0.745,0.0118,18,50.88,0.569,0.431,0.569,23.829,0.258,53.452,0.131,105.403,0.035,205.336,0.006,364.559,0.0,559.804,0.43,0.0119,0.25,558
Angola,2024-02-26,P09,Tile_2_1,48,30.0,-12.65,-9.72,-35.66,-37.66,-18.13,-15.04,-18.13,-15.04,-19.71,-25.56,-24.98,-18.37,-24.98,-18.37,-22.04,-19.25,-16.5,-16.5,-40.77,-40.77,-19.55,-21.47,-21.47,-19.55,-26.75,-26.75,-30.53,-29.6,-29.6,-30.53,-162.45,-163.25,11.686,0.452,23.006,0.257,6.13,22.98,15.19,0.195,16.876,8.008,7.712,3.507,925.952,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.867,9.515,0.0155,17,0.5,0.76,5.167,5.01,0.0419,12,0.5,0.76,2.466,2.464,0.0783,12,0.5,0.76,1.196,1.219,0.0573,18,0.5,0.76,0.487,0.745,0.0118,18,50.88,0.569,0.431,0.569,23.829,0.258,53.452,0.131,105.403,0.035,205.336,0.006,364.559,0.0,559.804,0.43,0.0119,0.5,559
Angola,2024-02-26,P09,Tile_2_1,48,30.0,-11.87,-9.02,-33.76,-36.23,-17.18,-14.33,-17.18,-14.33,-19.71,-25.56,-24.03,-17.65,-24.03,-17.65,-21.09,-18.53,-15.76,-15.76,-39.11,-39.11,-18.83,-20.52,-20.52,-18.83,-26.75,-26.75,-29.58,-28.89,-28.89,-29.58,-161.73,-162.31,11.686,0.452,23.006,0.257,6.13,22.98,15.19,0.195,16.876,8.008,7.712,3.507,925.952,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.867,9.515,0.0155,17,0.5,0.76,5.167,5.01,0.0419,12,0.5,0.76,2.466,2.464,0.0783,12,0.5,0.76,1.196,1.219,0.0573,18,0.5,0.76,0.487,0.745,0.0118,18,50.88,0.569,0.431,0.569,23.829,0.258,53.452,0.131,105.403,0.035,205.336,0.006,364.559,0.0,559.804,0.43,0.0119,0.75,560
Angola,2024-02-26,P09,Tile_2_1,48,30.0,-12.24,-9.76,-36.86,-33.09,-25.71,-18.98,-25.71,-18.98,-13.82,-13.53,-24.95,-18.95,-24.95,-18.95,-22.03,-20.01,-20.4,-20.4,-44.58,-44.58,-25.85,-27.59,-27.59,-25.85,-23.28,-23.28,-47.58,-46.17,-46.17,-47.58,-162.55,-163.9,11.686,0.452,23.006,0.257,6.13,22.98,15.19,0.195,16.876,8.008,7.712,3.507,925.952,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.867,9.515,0.0155,17,0.5,0.76,5.167,5.01,0.0419,12,0.5,0.76,2.466,2.464,0.0783,12,0.5,0.76,1.196,1.219,0.0573,18,0.5,0.76,0.487,0.745,0.0118,18,50.88,0.569,0.431,0.569,23.829,0.258,53.452,0.131,105.403,0.035,205.336,0.006,364.559,0.0,559.804,1.2,0.0119,0.25,561
Angola,2024-02-26,P09,Tile_2_1,48,30.0,-11.42,-8.69,-32.39,-29.71,-23.47,-17.29,-23.47,-17.29,-13.82,-13.53,-22.72,-17.26,-22.72,-17.26,-19.8,-18.32,-19.36,-19.36,-40.66,-40.66,-24.16,-25.35,-25.35,-24.16,-23.28,-23.28,-45.34,-44.48,-44.48,-45.34,-160.86,-161.67,11.686,0.452,23.006,0.257,6.13,22.98,15.19,0.195,16.876,8.008,7.712,3.507,925.952,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.867,9.515,0.0155,17,0.5,0.76,5.167,5.01,0.0419,12,0.5,0.76,2.466,2.464,0.0783,12,0.5,0.76,1.196,1.219,0.0573,18,0.5,0.76,0.487,0.745,0.0118,18,50.88,0.569,0.431,0.569,23.829,0.258,53.452,0.131,105.403,0.035,205.336,0.006,364.559,0.0,559.804,1.2,0.0119,0.5,562
Angola,2024-02-26,P09,Tile_2_1,48,30.0,-10.98,-8.2,-30.5,-28.28,-22.53,-16.58,-22.53,-16.58,-13.82,-13.53,-21.77,-16.55,-21.77,-16.55,-18.85,-17.6,-18.84,-18.84,-39.0,-39.0,-23.45,-24.41,-24.41,-23.45,-23.28,-23.28,-44.39,-43.77,-43.77,-44.39,-160.15,-160.72,11.686,0.452,23.006,0.257,6.13,22.98,15.19,0.195,16.876,8.008,7.712,3.507,925.952,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.867,9.515,0.0155,17,0.5,0.76,5.167,5.01,0.0419,12,0.5,0.76,2.466,2.464,0.0783,12,0.5,0.76,1.196,1.219,0.0573,18,0.5,0.76,0.487,0.745,0.0118,18,50.88,0.569,0.431,0.569,23.829,0.258,53.452,0.131,105.403,0.035,205.336,0.006,364.559,0.0,559.804,1.2,0.0119,0.75,563
Angola,2024-02-26,P09,Tile_2_1,48,30.0,7.11,7.14,-103.31,-100.34,-57.06,-50.74,-57.06,-50.74,7.11,7.14,-70.82,-64.08,-70.82,-64.08,-51.78,-50.23,-2.39,-2.39,-111.34,-111.34,-60.4,-61.87,-61.87,-60.4,-2.39,-2.39,-105.92,-104.54,-104.54,-105.92,-192.52,-193.9,11.686,0.452,23.006,0.257,6.13,22.98,15.19,0.195,16.876,8.008,7.712,3.507,925.952,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.867,9.515,0.0155,17,0.5,0.76,5.167,5.01,0.0419,12,0.5,0.76,2.466,2.464,0.0783,12,0.5,0.76,1.196,1.219,0.0573,18,0.5,0.76,0.487,0.745,0.0118,18,50.88,0.569,0.431,0.569,23.829,0.258,53.452,0.131,105.403,0.035,205.336,0.006,364.559,0.0,559.804,5.4,0.0119,0.25,564
Angola,2024-02-26,P09,Tile_2_1,48,30.0,7.11,7.14,-98.94,-97.03,-54.87,-49.09,-54.87,-49.09,7.11,7.14,-68.63,-62.43,-68.63,-62.43,-49.59,-48.58,-2.39,-2.39,-107.5,-107.5,-58.74,-59.68,-59.68,-58.74,-2.39,-2.39,-103.73,-102.88,-102.88,-103.73,-190.87,-191.71,11.686,0.452,23.006,0.257,6.13,22.98,15.19,0.195,16.876,8.008,7.712,3.507,925.952,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.867,9.515,0.0155,17,0.5,0.76,5.167,5.01,0.0419,12,0.5,0.76,2.466,2.464,0.0783,12,0.5,0.76,1.196,1.219,0.0573,18,0.5,0.76,0.487,0.745,0.0118,18,50.88,0.569,0.431,0.569,23.829,0.258,53.452,0.131,105.403,0.035,205.336,0.006,364.559,0.0,559.804,5.4,0.0119,0.5,565
Angola,2024-02-26,P09,Tile_2_1,48,30.0,7.11,7.14,-97.03,-95.6,-53.91,-48.37,-53.91,-48.37,7.11,7.14,-67.68,-61.71,-67.68,-61.71,-48.64,-47.86,-2.39,-2.39,-105.83,-105.83,-58.02,-58.72,-58.72,-58.02,-2.39,-2.39,-102.78,-102.17,-102.17,-102.78,-190.15,-190.76,11.686,0.452,23.006,0.257,6.13,22.98,15.19,0.195,16.876,8.008,7.712,3.507,925.952,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,8.867,9.515,0.0155,17,0.5,0.76,5.167,5.01,0.0419,12,0.5,0.76,2.466,2.464,0.0783,12,0.5,0.76,1.196,1.219,0.0573,18,0.5,0.76,0.487,0.745,0.0118,18,50.88,0.569,0.431,0.569,23.829,0.258,53.452,0.131,105.403,0.035,205.336,0.006,364.559,0.0,559.804,5.4,0.0119,0.75,566
Angola,2024-02-26,P09,Tile_2_1,51,30.0,-14.01,-13.61,-37.16,-37.84,-21.35,-19.3,-21.35,-19.3,-17.38,-22.33,-28.82,-24.93,-28.82,-24.93,-23.97,-21.22,-19.28,-19.28,-42.0,-42.0,-23.4,-25.53,-25.53,-23.4,-24.35,-24.35,-35.39,-33.95,-33.95,-35.39,-164.12,-165.48,7.124,0.131,6.624,0.109,3.656,15.9,11.432,0.022,2.967,3.874,5.005,1.832,2329.088,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,3.511,4.754,0.1143,12,0.5,0.76,1.439,2.119,0.2165,18,0.5,0.76,1.008,1.227,0.1022,18,0.5,0.76,0.643,0.768,0.0361,14,0.5,0.76,0.348,0.493,0.0301,7,50.494,0.834,0.166,0.834,33.406,0.128,105.163,0.033,221.926,0.004,384.28,0.0,583.603,0.0,847.097,0.43,0.0119,0.25,567
Angola,2024-02-26,P09,Tile_2_1,51,30.0,-12.64,-12.11,-32.69,-34.46,-19.12,-17.61,-19.12,-17.61,-17.38,-22.33,-26.58,-23.24,-26.58,-23.24,-21.73,-19.53,-17.87,-17.87,-38.07,-38.07,-21.71,-23.29,-23.29,-21.71,-24.35,-24.35,-33.15,-32.26,-32.26,-33.15,-162.43,-163.24,7.124,0.131,6.624,0.109,3.656,15.9,11.432,0.022,2.967,3.874,5.005,1.832,2329.088,Baikiaea plurijuga,0.76,30,1.5,17.5,40,10,0.5,0.76,0.5,0.76,3.511,4.754,0.1143,12,0.5,0.76,1.439,2.119,0.2165,18,0.5,0.76,1.008,1.227,0.1022,18,0.5,0.76,0.643,0.768,0.0361,14,0.5,0.76,0.348,0.493,0.0301,7,50.494,0.834,0.166,0.834,33.406,0.128,105.163,0.033,221.926,0.004,384.28,0.0,583.603,0.0,847.097,0.43,0.0119,0.5,568
